mm_lluvia|3d_num_sin|4d_num_sin|5d_num_sin|6d_num_sin|7d_num_sin|8d_num_sin|9d_num_sin|10d_num_sin|11d_num_sin|12d_num_sin|13d_num_sin|14d_num_sin|15d_num_sin|2_dias|3_dias|4_dias|5_dias|6_dias|7_dias|8_dias|9_dias|10_dias|11_dias|12_dias|13_dias|14_dias|15_dias
19.9|0|0|0|0|0|0|0|0|0|0|0|0|0|27.3|43.4|60|61|76.5|82.4|87.4|89.6|91.40|92.40|97.80|110.20|123.30|127.80
1|0|0|0|0|0|0|0|0|0|0|0|0|0|20.9|28.3|44.4|47.2|68.1|77.5|83.4|88.4|90.60|92.40|93.40|98.80|111.20|124.30
2.8|0|0|0|0|0|0|0|0|0|0|0|0|0|3.8|23.7|31.1|35.9|63.8|70.9|80.3|86.2|91.20|93.40|95.20|96.20|101.60|114.00
4.8|0|0|0|0|0|0|0|0|0|0|0|0|0|7.6|8.6|28.5|40.3|52|68.6|75.7|85.1|91.00|96.00|98.20|100.00|101.00|106.40
11.8|0|0|0|0|0|0|0|0|0|0|0|0|0|16.6|19.4|20.4|20.4|47.7|63.8|80.4|87.5|96.90|102.80|107.80|110.00|111.80|112.80
0|1|1|1|1|1|1|1|1|1|1|1|1|1|11.8|16.6|19.4|41|40.3|47.7|63.8|80.4|87.50|96.90|102.80|107.80|110.00|111.80
21.6|1|1|1|1|1|1|1|1|1|1|1|1|1|21.6|33.4|38.2|40|42|61.9|69.3|85.4|102.00|109.10|118.50|124.40|129.40|131.60
1.8|1|1|1|1|1|1|1|1|1|1|1|1|1|23.4|23.4|35.2|35.3|42.8|43.8|63.7|71.1|87.20|103.80|110.90|120.30|126.20|131.20
0.1|0|1|1|1|1|1|1|1|1|1|1|1|1|1.9|23.5|23.5|23.5|40.1|42.9|43.9|63.8|71.20|87.30|103.90|111.00|120.40|126.30
0|1|1|2|2|2|2|2|2|2|2|2|2|2|0.1|1.9|23.5|36.1|35.3|40.1|42.9|43.9|63.80|71.20|87.30|103.90|111.00|120.40
12.6|1|1|1|2|2|2|2|2|2|2|2|2|2|12.6|12.7|14.5|24.8|36.1|47.9|52.7|55.5|56.50|76.40|83.80|99.90|116.50|123.60
10.3|1|1|1|1|2|2|2|2|2|2|2|2|2|22.9|22.9|23|39.3|46.4|46.4|58.2|63|65.80|66.80|86.70|94.10|110.20|126.80
16.3|0|1|1|1|1|2|2|2|2|2|2|2|2|26.6|39.2|39.2|49|41.1|62.7|62.7|74.5|79.30|82.10|83.10|103.00|110.40|126.50
9.8|0|0|1|1|1|1|2|2|2|2|2|2|2|26.1|36.4|49|59.1|49.1|50.9|72.5|72.5|84.30|89.10|91.90|92.90|112.80|120.20
10.1|0|0|0|1|1|1|1|2|2|2|2|2|2|19.9|36.2|46.5|48.9|59.1|59.2|61|82.6|82.60|94.40|99.20|102.00|103.00|122.90
2.4|0|0|0|0|1|1|1|1|2|2|2|2|2|12.5|22.3|38.6|39.6|61.5|61.5|61.6|63.4|85.00|85.00|96.80|101.60|104.40|105.40
1|0|0|0|0|0|1|1|1|1|2|2|2|2|3.4|13.5|23.3|23.4|49.9|62.5|62.5|62.6|64.40|86.00|86.00|97.80|102.60|105.40
0.1|0|0|0|0|0|0|1|1|1|1|2|2|2|1.1|3.5|13.6|24.1|39.7|50|62.6|62.6|62.70|64.50|86.10|86.10|97.90|102.70
10.5|0|0|0|0|0|0|0|1|1|1|1|2|2|10.6|11.6|14|15.6|33.9|50.2|60.5|73.1|73.10|73.20|75.00|96.60|96.60|108.40
1.6|0|0|0|0|0|0|0|0|1|1|1|1|2|12.1|12.2|13.2|14.9|25.7|35.5|51.8|62.1|74.70|74.70|74.80|76.60|98.20|98.20
1.7|0|0|0|0|0|0|0|0|0|1|1|1|1|3.3|13.8|13.9|19.8|17.3|27.4|37.2|53.5|63.80|76.40|76.40|76.50|78.30|99.90
5.9|0|0|0|0|0|0|0|0|0|0|1|1|1|7.6|9.2|19.7|26.3|20.8|23.2|33.3|43.1|59.40|69.70|82.30|82.30|82.40|84.20
6.6|0|0|0|0|0|0|0|0|0|0|0|1|1|12.5|14.2|15.8|22.5|26.4|27.4|29.8|39.9|49.70|66.00|76.30|88.90|88.90|89.00
6.7|0|0|0|0|0|0|0|0|0|0|0|0|1|13.3|19.2|20.9|57.4|33|33.1|34.1|36.5|46.60|56.40|72.70|83.00|95.60|95.60
36.5|0|0|0|0|0|0|0|0|0|0|0|0|0|43.2|49.8|55.7|87.5|59|69.5|69.6|70.6|73.00|83.10|92.90|109.20|119.50|132.10
31.8|0|0|0|0|0|0|0|0|0|0|0|0|0|68.3|75|81.6|105|89.2|90.8|101.3|101.4|102.40|104.80|114.90|124.70|141.00|151.30
23.4|0|0|0|0|0|0|0|0|0|0|0|0|0|55.2|91.7|98.4|106.4|110.9|112.6|114.2|124.7|124.80|125.80|128.20|138.30|148.10|164.40
8|0|0|0|0|0|0|0|0|0|0|0|0|0|31.4|63.2|99.7|102.7|113|118.9|120.6|122.2|132.70|132.80|133.80|136.20|146.30|156.10
3|0|0|0|0|0|0|0|0|0|0|0|0|0|11|34.4|66.2|66.7|109.4|116|121.9|123.6|125.20|135.70|135.80|136.80|139.20|149.30
0.5|0|0|0|0|0|0|0|0|0|0|0|0|0|3.5|11.5|34.9|34.9|103.2|109.9|116.5|122.4|124.10|125.70|136.20|136.30|137.30|139.70
0|1|1|1|1|1|1|1|1|1|1|1|1|1|0.5|3.5|11.5|12.8|66.7|103.2|109.9|116.5|122.40|124.10|125.70|136.20|136.30|137.30
1.3|1|1|1|1|1|1|1|1|1|1|1|1|1|1.3|1.8|4.8|14.5|36.2|68|104.5|111.2|117.80|123.70|125.40|127.00|137.50|137.60
9.7|1|1|1|1|1|1|1|1|1|1|1|1|1|11|11|11.5|37.8|22.5|45.9|77.7|114.2|120.90|127.50|133.40|135.10|136.70|147.20
26.3|0|1|1|1|1|1|1|1|1|1|1|1|1|36|37.3|37.3|52.5|40.8|48.8|72.2|104|140.50|147.20|153.80|159.70|161.40|163.00
15.2|0|0|1|1|1|1|1|1|1|1|1|1|1|41.5|51.2|52.5|52.5|53|56|64|87.4|119.20|155.70|162.40|169.00|174.90|176.60
0.00|3|4|4|4|4|4|4|4|4|4|4|4|5|0|0|0.00|1.10|1.70|1.80|14.80|20.20|35.20|52.00|97.00|101.30|107.10|107.10
0.00|3|4|5|5|5|5|5|5|5|5|5|5|5|0|0|0.00|0.00|1.10|1.70|1.80|14.80|20.20|35.20|52.00|97.00|101.30|107.10
0.00|3|4|5|6|6|6|6|6|6|6|6|6|6|0|0|0.00|0.00|0.00|1.10|1.70|1.80|14.80|20.20|35.20|52.00|97.00|101.30
0.00|3|4|5|6|7|7|7|7|7|7|7|7|7|0|0|0.00|0.00|0.00|0.00|1.10|1.70|1.80|14.80|20.20|35.20|52.00|97.00
0.00|3|4|5|6|7|8|8|8|8|8|8|8|8|0|0|0.00|0.00|0.00|0.00|0.00|1.10|1.70|1.80|14.80|20.20|35.20|52.00
0.00|3|4|5|6|7|8|9|9|9|9|9|9|9|0|0|0.00|0.00|0.00|0.00|0.00|0.00|1.10|1.70|1.80|14.80|20.20|35.20
0.00|3|4|5|6|7|8|9|10|10|10|10|10|10|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.10|1.70|1.80|14.80|20.20
4.90|2|3|4|5|6|7|8|9|10|10|10|10|10|4.9|4.9|4.90|4.90|4.90|4.90|4.90|4.90|4.90|4.90|6.00|6.60|6.70|19.70
1.70|1|2|3|4|5|6|7|8|9|10|10|10|10|6.6|6.6|6.60|6.60|6.60|6.60|6.60|6.60|6.60|6.60|6.60|7.70|8.30|8.40
0.00|1|2|3|4|5|6|7|8|9|10|11|11|11|1.7|6.6|6.60|6.60|6.60|6.60|6.60|6.60|6.60|6.60|6.60|6.60|7.70|8.30
0.30|1|1|2|3|4|5|6|7|8|9|10|11|11|0.3|2|6.90|6.90|6.90|6.90|6.90|6.90|6.90|6.90|6.90|6.90|6.90|8.00
0.70|1|1|1|2|3|4|5|6|7|8|9|10|11|1|1|2.70|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60
0.00|1|2|2|2|3|4|5|6|7|8|9|10|11|0.7|1|1.00|2.70|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60
0.00|2|2|3|3|3|4|5|6|7|8|9|10|11|0|0.7|1.00|1.00|2.70|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60
1.20|2|2|2|3|3|3|4|5|6|7|8|9|10|1.2|1.2|1.90|2.20|2.20|3.90|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80
0.00|2|3|3|3|4|4|4|5|6|7|8|9|10|1.2|1.2|1.20|1.90|2.20|2.20|3.90|8.80|8.80|8.80|8.80|8.80|8.80|8.80
0.00|2|3|4|4|4|5|5|5|6|7|8|9|10|0|1.2|1.20|1.20|1.90|2.20|2.20|3.90|8.80|8.80|8.80|8.80|8.80|8.80
0.00|3|3|4|5|5|5|6|6|6|7|8|9|10|0|0|1.20|1.20|1.20|1.90|2.20|2.20|3.90|8.80|8.80|8.80|8.80|8.80
0.00|3|4|4|5|6|6|6|7|7|7|8|9|10|0|0|0.00|1.20|1.20|1.20|1.90|2.20|2.20|3.90|8.80|8.80|8.80|8.80
0.00|3|4|5|5|6|7|7|7|8|8|8|9|10|0|0|0.00|0.00|1.20|1.20|1.20|1.90|2.20|2.20|3.90|8.80|8.80|8.80
0.00|3|4|5|6|6|7|8|8|8|9|9|9|10|0|0|0.00|0.00|0.00|1.20|1.20|1.20|1.90|2.20|2.20|3.90|8.80|8.80
0.00|3|4|5|6|7|7|8|9|9|9|10|10|10|0|0|0.00|0.00|0.00|0.00|1.20|1.20|1.20|1.90|2.20|2.20|3.90|8.80
0.00|3|4|5|6|7|8|8|9|10|10|10|11|11|0|0|0.00|0.00|0.00|0.00|0.00|1.20|1.20|1.20|1.90|2.20|2.20|3.90
0.00|3|4|5|6|7|8|9|9|10|11|11|11|12|0|0|0.00|0.00|0.00|0.00|0.00|0.00|1.20|1.20|1.20|1.90|2.20|2.20
6.00|2|3|4|5|6|7|8|9|9|10|11|11|11|6|6|6.00|6.00|6.00|6.00|6.00|6.00|6.00|7.20|7.20|7.20|7.90|8.20
18.60|1|2|3|4|5|6|7|8|9|9|10|11|11|24.6|24.6|24.60|24.60|24.60|24.60|24.60|24.60|24.60|24.60|25.80|25.80|25.80|26.50
0.00|1|2|3|4|5|6|7|8|9|10|10|11|12|18.6|24.6|24.60|24.60|24.60|24.60|24.60|24.60|24.60|24.60|24.60|25.80|25.80|25.80
10.60|1|1|2|3|4|5|6|7|8|9|10|10|11|10.6|29.2|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|36.40|36.40
0.00|2|2|2|3|4|5|6|7|8|9|10|11|11|10.6|10.6|29.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|36.40
0.00|2|3|3|3|4|5|6|7|8|9|10|11|12|0|10.6|10.60|29.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20|35.20
5.20|2|2|3|3|3|4|5|6|7|8|9|10|11|5.2|5.2|15.80|15.80|34.40|40.40|40.40|40.40|40.40|40.40|40.40|40.40|40.40|40.40
2.70|1|2|2|3|3|3|4|5|6|7|8|9|10|7.9|7.9|7.90|18.50|18.50|37.10|43.10|43.10|43.10|43.10|43.10|43.10|43.10|43.10
1.70|0|1|2|2|3|3|3|4|5|6|7|8|9|4.4|9.6|9.60|9.60|20.20|20.20|38.80|44.80|44.80|44.80|44.80|44.80|44.80|44.80
3.30|0|0|1|2|2|3|3|3|4|5|6|7|8|5|7.7|12.90|12.90|12.90|23.50|23.50|42.10|48.10|48.10|48.10|48.10|48.10|48.10
3.80|0|0|0|1|2|2|3|3|3|4|5|6|7|7.1|8.8|11.50|16.70|16.70|16.70|27.30|27.30|45.90|51.90|51.90|51.90|51.90|51.90
28.70|0|0|0|0|1|2|2|3|3|3|4|5|6|32.5|35.8|37.50|40.20|45.40|45.40|45.40|56.00|56.00|74.60|80.60|80.60|80.60|80.60
17.60|0|0|0|0|0|1|2|2|3|3|3|4|5|46.3|50.1|53.40|55.10|57.80|63.00|63.00|63.00|73.60|73.60|92.20|98.20|98.20|98.20
8.10|0|0|0|0|0|0|1|2|2|3|3|3|4|25.7|54.4|58.20|61.50|63.20|65.90|71.10|71.10|71.10|81.70|81.70|100.30|106.30|106.30
13.80|0|0|0|0|0|0|0|1|2|2|3|3|3|21.9|39.5|68.20|72.00|75.30|77.00|79.70|84.90|84.90|84.90|95.50|95.50|114.10|120.10
0.10|0|0|0|0|0|0|0|0|1|2|2|3|3|13.9|22|39.60|68.30|72.10|75.40|77.10|79.80|85.00|85.00|85.00|95.60|95.60|114.20
0.10|0|0|0|0|0|0|0|0|0|1|2|2|3|0.2|14|22.10|39.70|68.40|72.20|75.50|77.20|79.90|85.10|85.10|85.10|95.70|95.70
0.40|0|0|0|0|0|0|0|0|0|0|1|2|2|0.5|0.6|14.40|22.50|40.10|68.80|72.60|75.90|77.60|80.30|85.50|85.50|85.50|96.10
0.10|0|0|0|0|0|0|0|0|0|0|0|1|2|0.5|0.6|0.70|14.50|22.60|40.20|68.90|72.70|76.00|77.70|80.40|85.60|85.60|85.60
8.20|0|0|0|0|0|0|0|0|0|0|0|0|1|8.3|8.7|8.80|8.90|22.70|30.80|48.40|77.10|80.90|84.20|85.90|88.60|93.80|93.80
28.50|0|0|0|0|0|0|0|0|0|0|0|0|0|36.7|36.8|37.20|37.30|37.40|51.20|59.30|76.90|105.60|109.40|112.70|114.40|117.10|122.30
23.00|0|0|0|0|0|0|0|0|0|0|0|0|0|51.5|59.7|59.80|60.20|60.30|60.40|74.20|82.30|99.90|128.60|132.40|135.70|137.40|140.10
42.90|0|0|0|0|0|0|0|0|0|0|0|0|0|65.9|94.4|102.60|102.70|103.10|103.20|103.30|117.10|125.20|142.80|171.50|175.30|178.60|180.30
25.40|0|0|0|0|0|0|0|0|0|0|0|0|0|68.3|91.3|119.80|128.00|128.10|128.50|128.60|128.70|142.50|150.60|168.20|196.90|200.70|204.00
0.80|0|0|0|0|0|0|0|0|0|0|0|0|0|26.2|69.1|92.10|120.60|128.80|128.90|129.30|129.40|129.50|143.30|151.40|169.00|197.70|201.50
11.90|0|0|0|0|0|0|0|0|0|0|0|0|0|12.7|38.1|81.00|104.00|132.50|140.70|140.80|141.20|141.30|141.40|155.20|163.30|180.90|209.60
0.10|0|0|0|0|0|0|0|0|0|0|0|0|0|12|12.8|38.20|81.10|104.10|132.60|140.80|140.90|141.30|141.40|141.50|155.30|163.40|181.00
0.00|1|1|1|1|1|1|1|1|1|1|1|1|1|0.1|12|12.80|38.20|81.10|104.10|132.60|140.80|140.90|141.30|141.40|141.50|155.30|163.40
5.10|1|1|1|1|1|1|1|1|1|1|1|1|1|5.1|5.2|17.10|17.90|43.30|86.20|109.20|137.70|145.90|146.00|146.40|146.50|146.60|160.40
55.50|1|1|1|1|1|1|1|1|1|1|1|1|1|60.6|60.6|60.70|72.60|73.40|98.80|141.70|164.70|193.20|201.40|201.50|201.90|202.00|202.10
5.10|0|1|1|1|1|1|1|1|1|1|1|1|1|60.6|65.7|65.70|65.80|77.70|78.50|103.90|146.80|169.80|198.30|206.50|206.60|207.00|207.10
25.50|0|0|1|1|1|1|1|1|1|1|1|1|1|30.6|86.1|91.20|91.20|91.30|103.20|104.00|129.40|172.30|195.30|223.80|232.00|232.10|232.50
4.00|0|0|0|1|1|1|1|1|1|1|1|1|1|29.5|34.6|90.10|95.20|95.20|95.30|107.20|108.00|133.40|176.30|199.30|227.80|236.00|236.10
10.90|0|0|0|0|1|1|1|1|1|1|1|1|1|14.9|40.4|45.50|101.00|106.10|106.10|106.20|118.10|118.90|144.30|187.20|210.20|238.70|246.90
21.90|0|0|0|0|0|1|1|1|1|1|1|1|1|32.8|36.8|62.30|67.40|122.90|128.00|128.00|128.10|140.00|140.80|166.20|209.10|232.10|260.60
7.10|0|0|0|0|0|0|1|1|1|1|1|1|1|29|39.9|43.90|69.40|74.50|130.00|135.10|135.10|135.20|147.10|147.90|173.30|216.20|239.20
7.00|0|0|0|0|0|0|0|1|1|1|1|1|1|14.1|36|46.90|50.90|76.40|81.50|137.00|142.10|142.10|142.20|154.10|154.90|180.30|223.20
3.40|0|0|0|0|0|0|0|0|1|1|1|1|1|10.4|17.5|39.40|50.30|54.30|79.80|84.90|140.40|145.50|145.50|145.60|157.50|158.30|183.70
44.40|0|0|0|0|0|0|0|0|0|1|1|1|1|47.8|54.8|61.90|83.80|94.70|98.70|124.20|129.30|184.80|189.90|189.90|190.00|201.90|202.70
8.20|0|0|0|0|0|0|0|0|0|0|1|1|1|52.6|56|63.00|70.10|92.00|102.90|106.90|132.40|137.50|193.00|198.10|198.10|198.20|210.10
0.00|1|1|1|1|1|1|1|1|1|1|1|2|2|8.2|52.6|56.00|63.00|70.10|92.00|102.90|106.90|132.40|137.50|193.00|198.10|198.10|198.20
0.00|2|2|2|2|2|2|2|2|2|2|2|2|3|0|8.2|52.60|56.00|63.00|70.10|92.00|102.90|106.90|132.40|137.50|193.00|198.10|198.10
14.80|2|2|2|2|2|2|2|2|2|2|2|2|2|14.8|14.8|23.00|67.40|70.80|77.80|84.90|106.80|117.70|121.70|147.20|152.30|207.80|212.90
12.40|1|2|2|2|2|2|2|2|2|2|2|2|2|27.2|27.2|27.20|35.40|79.80|83.20|90.20|97.30|119.20|130.10|134.10|159.60|164.70|220.20
7.90|0|1|2|2|2|2|2|2|2|2|2|2|2|20.3|35.1|35.10|35.10|43.30|87.70|91.10|98.10|105.20|127.10|138.00|142.00|167.50|172.60
17.30|0|0|1|2|2|2|2|2|2|2|2|2|2|25.2|37.6|52.40|52.40|52.40|60.60|105.00|108.40|115.40|122.50|144.40|155.30|159.30|184.80
9.10|0|0|0|1|2|2|2|2|2|2|2|2|2|26.4|34.3|46.70|61.50|61.50|61.50|69.70|114.10|117.50|124.50|131.60|153.50|164.40|168.40
2.50|0|0|0|0|1|2|2|2|2|2|2|2|2|11.6|28.9|36.80|49.20|64.00|64.00|64.00|72.20|116.60|120.00|127.00|134.10|156.00|166.90
0.20|0|0|0|0|0|1|2|2|2|2|2|2|2|2.7|11.8|29.10|37.00|49.40|64.20|64.20|64.20|72.40|116.80|120.20|127.20|134.30|156.20
0.00|1|1|1|1|1|1|2|3|3|3|3|3|3|0.2|2.7|11.80|29.10|37.00|49.40|64.20|64.20|64.20|72.40|116.80|120.20|127.20|134.30
0.00|2|2|2|2|2|2|2|3|4|4|4|4|4|0|0.2|2.70|11.80|29.10|37.00|49.40|64.20|64.20|64.20|72.40|116.80|120.20|127.20
0.00|3|3|3|3|3|3|3|3|4|5|5|5|5|0|0|0.20|2.70|11.80|29.10|37.00|49.40|64.20|64.20|64.20|72.40|116.80|120.20
1.00|2|3|3|3|3|3|3|3|3|4|5|5|5|1|1|1.00|1.20|3.70|12.80|30.10|38.00|50.40|65.20|65.20|65.20|73.40|117.80
23.10|1|2|3|3|3|3|3|3|3|3|4|5|5|24.1|24.1|24.10|24.10|24.30|26.80|35.90|53.20|61.10|73.50|88.30|88.30|88.30|96.50
7.90|0|1|2|3|3|3|3|3|3|3|3|4|5|31|32|32.00|32.00|32.00|32.20|34.70|43.80|61.10|69.00|81.40|96.20|96.20|96.20
0.60|0|0|1|2|3|3|3|3|3|3|3|3|4|8.5|31.6|32.60|32.60|32.60|32.60|32.80|35.30|44.40|61.70|69.60|82.00|96.80|96.80
0.00|1|1|1|2|3|4|4|4|4|4|4|4|4|0.6|8.5|31.60|32.60|32.60|32.60|32.60|32.80|35.30|44.40|61.70|69.60|82.00|96.80
1.70|1|1|1|1|2|3|4|4|4|4|4|4|4|1.7|2.3|10.20|33.30|34.30|34.30|34.30|34.30|34.50|37.00|46.10|63.40|71.30|83.70
5.70|1|1|1|1|1|2|3|4|4|4|4|4|4|7.4|7.4|8.00|15.90|39.00|40.00|40.00|40.00|40.00|40.20|42.70|51.80|69.10|77.00
0.00|1|2|2|2|2|2|3|4|5|5|5|5|5|5.7|7.4|7.40|8.00|15.90|39.00|40.00|40.00|40.00|40.00|40.20|42.70|51.80|69.10
11.00|1|1|2|2|2|2|2|3|4|5|5|5|5|11|16.7|18.40|18.40|19.00|26.90|50.00|51.00|51.00|51.00|51.00|51.20|53.70|62.80
0.00|2|2|2|3|3|3|3|3|4|5|6|6|6|11|11|16.70|18.40|18.40|19.00|26.90|50.00|51.00|51.00|51.00|51.00|51.20|53.70
0.00|2|3|3|3|4|4|4|4|4|5|6|7|7|0|11|11.00|16.70|18.40|18.40|19.00|26.90|50.00|51.00|51.00|51.00|51.00|51.20
1.10|2|2|3|3|3|4|4|4|4|4|5|6|7|1.1|1.1|12.10|12.10|17.80|19.50|19.50|20.10|28.00|51.10|52.10|52.10|52.10|52.10
4.50|1|2|2|3|3|3|4|4|4|4|4|5|6|5.6|5.6|5.60|16.60|16.60|22.30|24.00|24.00|24.60|32.50|55.60|56.60|56.60|56.60
0.00|1|2|3|3|4|4|4|5|5|5|5|5|6|4.5|5.6|5.60|5.60|16.60|16.60|22.30|24.00|24.00|24.60|32.50|55.60|56.60|56.60
4.70|1|1|2|3|3|4|4|4|5|5|5|5|5|4.7|9.2|10.30|10.30|10.30|21.30|21.30|27.00|28.70|28.70|29.30|37.20|60.30|61.30
1.10|1|1|1|2|3|3|4|4|4|5|5|5|5|5.8|5.8|10.30|11.40|11.40|11.40|22.40|22.40|28.10|29.80|29.80|30.40|38.30|61.40
0.00|1|2|2|2|3|4|4|5|5|5|6|6|6|1.1|5.8|5.80|10.30|11.40|11.40|11.40|22.40|22.40|28.10|29.80|29.80|30.40|38.30
0.80|1|1|2|2|2|3|4|4|5|5|5|6|6|0.8|1.9|6.60|6.60|11.10|12.20|12.20|12.20|23.20|23.20|28.90|30.60|30.60|31.20
13.30|1|1|1|2|2|2|3|4|4|5|5|5|6|14.1|14.1|15.20|19.90|19.90|24.40|25.50|25.50|25.50|36.50|36.50|42.20|43.90|43.90
1.90|0|1|1|1|2|2|2|3|4|4|5|5|5|15.2|16|16.00|17.10|21.80|21.80|26.30|27.40|27.40|27.40|38.40|38.40|44.10|45.80
28.40|0|0|1|1|1|2|2|2|3|4|4|5|5|30.3|43.6|44.40|44.40|45.50|50.20|50.20|54.70|55.80|55.80|55.80|66.80|66.80|72.50
0.50|0|0|0|1|1|1|2|2|2|3|4|4|5|28.9|30.8|44.10|44.90|44.90|46.00|50.70|50.70|55.20|56.30|56.30|56.30|67.30|67.30
13.20|0|0|0|0|1|1|1|2|2|2|3|4|4|13.7|42.1|44.00|57.30|58.10|58.10|59.20|63.90|63.90|68.40|69.50|69.50|69.50|80.50
3.30|0|0|0|0|0|1|1|1|2|2|2|3|4|16.5|17|45.40|47.30|60.60|61.40|61.40|62.50|67.20|67.20|71.70|72.80|72.80|72.80
0.20|0|0|0|0|0|0|1|1|1|2|2|2|3|3.5|16.7|17.20|45.60|47.50|60.80|61.60|61.60|62.70|67.40|67.40|71.90|73.00|73.00
28.40|0|0|0|0|0|0|0|1|1|1|2|2|2|28.6|31.9|45.10|45.60|74.00|75.90|89.20|90.00|90.00|91.10|95.80|95.80|100.30|101.40
43.20|0|0|0|0|0|0|0|0|1|1|1|2|2|71.6|71.8|75.10|88.30|88.80|117.20|119.10|132.40|133.20|133.20|134.30|139.00|139.00|143.50
20.90|0|0|0|0|0|0|0|0|0|1|1|1|2|64.1|92.5|92.70|96.00|109.20|109.70|138.10|140.00|153.30|154.10|154.10|155.20|159.90|159.90
19.20|0|0|0|0|0|0|0|0|0|0|1|1|1|40.1|83.3|111.70|111.90|115.20|128.40|128.90|157.30|159.20|172.50|173.30|173.30|174.40|179.10
29.80|0|0|0|0|0|0|0|0|0|0|0|1|1|49|69.9|113.10|141.50|141.70|145.00|158.20|158.70|187.10|189.00|202.30|203.10|203.10|204.20
18.50|0|0|0|0|0|0|0|0|0|0|0|0|1|48.3|67.5|88.40|131.60|160.00|160.20|163.50|176.70|177.20|205.60|207.50|220.80|221.60|221.60
9.40|0|0|0|0|0|0|0|0|0|0|0|0|0|27.9|57.7|76.90|97.80|141.00|169.40|169.60|172.90|186.10|186.60|215.00|216.90|230.20|231.00
17.10|0|0|0|0|0|0|0|0|0|0|0|0|0|26.5|45|74.80|94.00|114.90|158.10|186.50|186.70|190.00|203.20|203.70|232.10|234.00|247.30
0.00|1|1|1|1|1|1|1|1|1|1|1|1|1|17.1|26.5|45.00|74.80|94.00|114.90|158.10|186.50|186.70|190.00|203.20|203.70|232.10|234.00
3.00|1|1|1|1|1|1|1|1|1|1|1|1|1|3|20.1|29.50|48.00|77.80|97.00|117.90|161.10|189.50|189.70|193.00|206.20|206.70|235.10
20.10|1|1|1|1|1|1|1|1|1|1|1|1|1|23.1|23.1|40.20|49.60|68.10|97.90|117.10|138.00|181.20|209.60|209.80|213.10|226.30|226.80
2.70|0|1|1|1|1|1|1|1|1|1|1|1|1|22.8|25.8|25.80|42.90|52.30|70.80|100.60|119.80|140.70|183.90|212.30|212.50|215.80|229.00
23.00|0|0|1|1|1|1|1|1|1|1|1|1|1|25.7|45.8|48.80|48.80|65.90|75.30|93.80|123.60|142.80|163.70|206.90|235.30|235.50|238.80
11.80|0|0|0|1|1|1|1|1|1|1|1|1|1|34.8|37.5|57.60|60.60|60.60|77.70|87.10|105.60|135.40|154.60|175.50|218.70|247.10|247.30
0.10|0|0|0|0|1|1|1|1|1|1|1|1|1|11.9|34.9|37.60|57.70|60.70|60.70|77.80|87.20|105.70|135.50|154.70|175.60|218.80|247.20
0.00|1|1|1|1|1|2|2|2|2|2|2|2|2|0.1|11.9|34.90|37.60|57.70|60.70|60.70|77.80|87.20|105.70|135.50|154.70|175.60|218.80
0.00|2|2|2|2|2|2|3|3|3|3|3|3|3|0|0.1|11.90|34.90|37.60|57.70|60.70|60.70|77.80|87.20|105.70|135.50|154.70|175.60
0.10|2|2|2|2|2|2|2|3|3|3|3|3|3|0.1|0.1|0.20|12.00|35.00|37.70|57.80|60.80|60.80|77.90|87.30|105.80|135.60|154.80
0.30|1|2|2|2|2|2|2|2|3|3|3|3|3|0.4|0.4|0.40|0.50|12.30|35.30|38.00|58.10|61.10|61.10|78.20|87.60|106.10|135.90
1.80|0|1|2|2|2|2|2|2|2|3|3|3|3|2.1|2.2|2.20|2.20|2.30|14.10|37.10|39.80|59.90|62.90|62.90|80.00|89.40|107.90
0.40|0|0|1|2|2|2|2|2|2|2|3|3|3|2.2|2.5|2.60|2.60|2.60|2.70|14.50|37.50|40.20|60.30|63.30|63.30|80.40|89.80
26.80|0|0|0|1|2|2|2|2|2|2|2|3|3|27.2|29|29.30|29.40|29.40|29.40|29.50|41.30|64.30|67.00|87.10|90.10|90.10|107.20
1.60|0|0|0|0|1|2|2|2|2|2|2|2|3|28.4|28.8|30.60|30.90|31.00|31.00|31.00|31.10|42.90|65.90|68.60|88.70|91.70|91.70
0.00|1|1|1|1|1|2|3|3|3|3|3|3|3|1.6|28.4|28.80|30.60|30.90|31.00|31.00|31.00|31.10|42.90|65.90|68.60|88.70|91.70
0.00|2|2|2|2|2|2|3|4|4|4|4|4|4|0|1.6|28.40|28.80|30.60|30.90|31.00|31.00|31.00|31.10|42.90|65.90|68.60|88.70
2.60|2|2|2|2|2|2|2|3|4|4|4|4|4|2.6|2.6|4.20|31.00|31.40|33.20|33.50|33.60|33.60|33.60|33.70|45.50|68.50|71.20
0.10|1|2|2|2|2|2|2|2|3|4|4|4|4|2.7|2.7|2.70|4.30|31.10|31.50|33.30|33.60|33.70|33.70|33.70|33.80|45.60|68.60
